,Gene,WormBase_Gene_ID,Sequence_Name,AS_event_ID,ADL,AFD,AIM,AIN,AIY,ASEL,ASER,ASG,ASI,ASK,AVA,AVE,AVG,AVH,AVK,AVL,AVM,AWA,AWB,AWC,BAG,CAN,DA,DD,DVC,I5,IL1,IL2,LUA,NSM,OLL,OLQ,PHA,PVC,PVD,PVM,RIA,RIC,RIM,RIS,RMD,SMB,SMD,VB,VC,VD
mtm-9 V_+_3745644_3746842,mtm-9,WBGene00003479,Y39H10A.3,V_+_3745644_3746842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.89%,NA,NA,NA,NA,NA,2.89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.06%,NA,NA,NA,NA,NA,18.84%
mtq-2 II_-_2187545_2188371,mtq-2,WBGene00016341,C33C12.9,II_-_2187545_2188371,NA,NA,NA,NA,NA,0%,0.89%,NA,3.50%,NA,NA,NA,26.71%,NA,2.21%,NA,NA,NA,0%,0.63%,NA,NA,23.53%,NA,NA,NA,NA,NA,NA,NA,2.28%,0.52%,NA,NA,NA,0%,NA,NA,NA,0%,NA,3.73%,NA,NA,NA,NA
mtq-2 II_-_2188597_2189345,mtq-2,WBGene00016341,C33C12.9,II_-_2188597_2189345,NA,NA,NA,NA,NA,NA,NA,NA,0.23%,NA,NA,NA,NA,2.16%,1.20%,NA,NA,NA,NA,NA,NA,NA,18.77%,NA,NA,NA,NA,NA,NA,NA,NA,0.36%,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.93%
mtr-4 IV_+_9830014_9830323,mtr-4,WBGene00012342,W08D2.7,IV_+_9830014_9830323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.77%,NA,NA,NA,NA,NA,9.77%,31.41%
mtrr-1 II_+_9287284_9287399,mtrr-1,WBGene00006510,C01G6.6,II_+_9287284_9287399,NA,NA,5.35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08%,2.78%,NA,NA,NA,NA,NA,28.39%,NA,NA,2.32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mua-3 III_+_10174142_10174441,mua-3,WBGene00003482,K08E5.3,III_+_10174142_10174441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mua-6 X_-_16264984_16265204,mua-6,WBGene00003485,W10G6.3,X_-_16264984_16265204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,22.91%,NA,20.26%,2.05%,0.44%,NA,NA,NA,NA,NA,1.74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.29%,21.27%
mup-4 III_-_7483063_7483372,mup-4,WBGene00003497,K07D8.1,III_-_7483063_7483372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.54%
mup-4 III_-_7486535_7486913,mup-4,WBGene00003497,K07D8.1,III_-_7486535_7486913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.91%,NA,NA,NA,NA,0%,NA,0.57%,NA,NA,NA,NA,NA,9.90%,NA,NA
mvk-1 III_-_6125020_6125491,mvk-1,WBGene00021534,Y42G9A.4,III_-_6125020_6125491,NA,NA,NA,NA,NA,NA,NA,3.04%,NA,NA,NA,NA,13.93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.45%,NA,NA,NA,NA,8.99%,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mvk-1 III_-_6127097_6127608,mvk-1,WBGene00021534,Y42G9A.4,III_-_6127097_6127608,NA,NA,NA,NA,0%,NA,NA,5.35%,NA,NA,NA,8.86%,NA,NA,NA,NA,2.23%,NA,5.03%,NA,1.50%,NA,NA,4.72%,NA,NA,NA,NA,1.13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59%,NA,NA,NA,NA,NA,NA
mvk-1 III_-_6127921_6128320,mvk-1,WBGene00021534,Y42G9A.4,III_-_6127921_6128320,NA,9.10%,3.20%,3.68%,6.96%,NA,NA,NA,NA,9.84%,5.21%,13.80%,23.48%,2.63%,NA,NA,NA,11.67%,9.90%,NA,NA,12.04%,28.95%,16.52%,1.94%,0.96%,4.17%,56.29%,5.76%,18.69%,14.67%,0.98%,1.88%,6%,18.33%,0%,9.66%,NA,1.92%,NA,7.94%,3.78%,2.40%,19.18%,1.10%,NA
mvk-1 III_-_6128384_6129340,mvk-1,WBGene00021534,Y42G9A.4,III_-_6128384_6129340,NA,21.64%,NA,5.59%,NA,6.72%,NA,NA,6.42%,NA,NA,14.47%,10.82%,NA,NA,NA,23.75%,NA,31.44%,NA,NA,NA,NA,27.25%,NA,NA,4.92%,NA,18.23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.98%,NA,11.15%,10.84%,5.15%,NA,9.56%,36.49%
mvk-1 III_-_6129468_6129910,mvk-1,WBGene00021534,Y42G9A.4,III_-_6129468_6129910,NA,NA,NA,2.57%,1.83%,0.26%,NA,6.29%,NA,NA,NA,NA,14.41%,2.48%,NA,NA,3.83%,NA,NA,NA,0.51%,2.55%,NA,4.29%,NA,NA,0.83%,5.31%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29%,NA,4.37%,NA,NA,NA,NA
mvk-1 III_-_6130050_6130210,mvk-1,WBGene00021534,Y42G9A.4,III_-_6130050_6130210,NA,8.43%,10.76%,5.69%,NA,5.35%,NA,5.97%,NA,26.53%,NA,NA,17.57%,8.50%,NA,NA,17.97%,NA,NA,NA,3.50%,15.05%,NA,NA,NA,NA,13.86%,23.19%,NA,19.38%,NA,7.24%,NA,NA,NA,NA,NA,NA,4.53%,10.87%,NA,NA,NA,NA,2.64%,NA
mvk-1 III_-_6130490_6130779,mvk-1,WBGene00021534,Y42G9A.4,III_-_6130490_6130779,NA,5.02%,NA,4.21%,NA,4.36%,NA,8.57%,NA,18.93%,7.59%,9.92%,8.97%,2.82%,NA,NA,NA,4.99%,NA,2.85%,NA,4.47%,19.77%,13.06%,NA,NA,NA,37.94%,NA,16.14%,NA,3.45%,3.66%,4.44%,NA,NA,7.00%,NA,NA,NA,7.51%,NA,NA,8.21%,4.41%,7.97%
mvk-1 III_-_6131747_6132776,mvk-1,WBGene00021534,Y42G9A.4,III_-_6131747_6132776,NA,NA,NA,NA,18.06%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.07%,NA,NA,NA,NA,33.73%,NA,NA,NA,NA,NA,NA,NA,12.50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.60%
mvk-1 III_-_6133104_6136113,mvk-1,WBGene00021534,Y42G9A.4,III_-_6133104_6136113,NA,37.67%,NA,14.11%,0%,8.33%,NA,NA,14.64%,NA,NA,NA,NA,9.15%,NA,16.94%,NA,NA,NA,NA,NA,45.05%,47.53%,NA,NA,NA,15.48%,NA,NA,NA,26.32%,NA,NA,21.24%,NA,0%,NA,NA,9.93%,NA,NA,36.95%,NA,NA,8.80%,35.28%
mxt-1 I_+_12851011_12851266,mxt-1,WBGene00012478,Y18D10A.8,I_+_12851011_12851266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.93%,NA,NA,NA,0%,NA,NA,NA,NA
myo-2 X_+_12468211_12468320,myo-2,WBGene00003514,T18D3.4,X_+_12468211_12468320,NA,NA,NA,NA,NA,4.17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.77%,NA,42.51%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
myo-2 X_+_12474292_12474476,myo-2,WBGene00003514,T18D3.4,X_+_12474292_12474476,0.70%,NA,NA,NA,NA,1.39%,1.28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,11.72%,NA,9.59%,NA,1.40%,NA,NA,2.87%,NA,NA,NA,NA,NA,NA,NA,NA,1%,NA,NA,NA,NA,NA,NA,NA,9.81%
myo-5 V_+_8112526_8112842,myo-5,WBGene00019064,F58G4.1,V_+_8112526_8112842,NA,NA,12.50%,0.53%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,8.33%,NA,NA,NA,NA,33.30%,NA,NA,NA,NA,NA,NA,NA,2.84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,0%,NA,NA,NA,NA
myo-5 V_+_8114798_8115209,myo-5,WBGene00019064,F58G4.1,V_+_8114798_8115209,NA,NA,1.39%,NA,NA,NA,3.34%,NA,2.38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.55%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.82%,37.32%
myrf-1 II_-_10500685_10501031,myrf-1,WBGene00004134,F59B10.1,II_-_10500685_10501031,NA,6.38%,NA,2.19%,NA,3.19%,NA,6.17%,NA,6.89%,NA,8.30%,NA,NA,1.44%,NA,NA,NA,NA,NA,1.48%,4.11%,NA,NA,NA,3.07%,1.56%,8.36%,NA,14.30%,6.35%,5.77%,NA,NA,NA,0%,NA,1.76%,NA,3.31%,NA,NA,NA,NA,NA,NA
myrf-1 II_-_10501226_10502461,myrf-1,WBGene00004134,F59B10.1,II_-_10501226_10502461,3.16%,NA,NA,NA,2.86%,0%,2.82%,NA,0.54%,8.69%,NA,14.78%,4.91%,NA,3.35%,NA,NA,6.58%,NA,NA,1.53%,12.77%,NA,NA,3.71%,2.34%,NA,15.28%,NA,0.41%,0.78%,NA,NA,NA,4.09%,2.50%,NA,7.62%,NA,0.23%,NA,NA,NA,NA,NA,NA
myrf-2 X_-_10183912_10186370,myrf-2,WBGene00008999,F21A10.2,X_-_10183912_10186370,NA,26.42%,7.34%,NA,NA,0%,2.89%,NA,22.43%,15.52%,NA,NA,NA,NA,NA,10.55%,NA,NA,NA,NA,2.27%,NA,22.79%,15.73%,NA,6.86%,NA,47.37%,7.62%,12.84%,1.85%,7.84%,NA,NA,NA,0%,NA,2.53%,NA,3.42%,7.14%,NA,NA,NA,17.53%,15.29%
myrf-2 X_-_10187569_10187676,myrf-2,WBGene00008999,F21A10.2,X_-_10187569_10187676,2.75%,6.20%,3.04%,2.20%,11.89%,1.63%,1.76%,6.37%,2.24%,3.15%,NA,8.90%,NA,1.73%,1.65%,4.60%,2.40%,7.35%,6.77%,2.65%,3.03%,3.17%,3.76%,3.32%,2.62%,2.78%,2.24%,33.03%,6.36%,1.92%,2.47%,1.70%,4.14%,1.69%,5%,7.64%,2.58%,3.42%,0.79%,1.25%,3.20%,6.39%,3.12%,3.06%,7.79%,5.46%
myrf-2 X_-_10187958_10188297,myrf-2,WBGene00008999,F21A10.2,X_-_10187958_10188297,18.68%,26.88%,6.72%,9.74%,0%,20.54%,11.28%,27.59%,30.77%,13.69%,37.42%,42.11%,4.17%,8.02%,7.77%,9.51%,7.12%,26.47%,19.16%,NA,4.55%,23.04%,18.49%,12.17%,10.77%,14.61%,5.68%,52.57%,16.52%,23.59%,17.17%,8.49%,6.24%,13.79%,15.95%,8.75%,11.56%,20.07%,10.93%,5.85%,7.46%,14.22%,12.74%,19.07%,20.27%,11.27%
mys-2 I_+_14118913_14119035,mys-2,WBGene00010537,K03D10.3,I_+_14118913_14119035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.49%,NA,2.08%,5.68%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.84%,NA
nab-1 I_+_4229668_4229886,nab-1,WBGene00003516,C43E11.6,I_+_4229668_4229886,NA,NA,4.53%,6.17%,NA,0.76%,3.34%,NA,2.10%,NA,NA,NA,NA,NA,7.84%,NA,NA,NA,NA,3.01%,9.21%,NA,34.64%,NA,NA,NA,2.85%,NA,NA,8.33%,NA,6.28%,NA,NA,NA,5%,NA,6.44%,NA,1.92%,NA,NA,NA,NA,NA,NA
nab-1 I_+_4230007_4230762,nab-1,WBGene00003516,C43E11.6,I_+_4230007_4230762,3.65%,NA,NA,NA,NA,4.17%,4.22%,NA,NA,NA,NA,NA,NA,NA,NA,8.54%,NA,NA,NA,9.76%,3.57%,NA,NA,12.98%,NA,NA,NA,9.15%,7.28%,3.75%,8.15%,4.06%,3.95%,NA,NA,3.57%,NA,NA,4.18%,3.57%,NA,NA,NA,NA,NA,NA
nab-1 I_+_4230859_4231141,nab-1,WBGene00003516,C43E11.6,I_+_4230859_4231141,8.93%,24.74%,7.67%,13.55%,NA,6.71%,NA,25.70%,2.31%,NA,NA,36.25%,NA,10.10%,5.57%,9.55%,3.94%,27.53%,NA,4.96%,6.33%,26.97%,20.62%,22.57%,7.37%,NA,2.01%,21.15%,11.61%,38.25%,NA,2.22%,8.89%,NA,NA,0%,NA,NA,5.79%,4.17%,NA,NA,NA,34.43%,7.43%,18.29%
nab-1 I_+_4231225_4231572,nab-1,WBGene00003516,C43E11.6,I_+_4231225_4231572,13.94%,NA,10.30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.57%,NA,NA,NA,17.29%,NA,NA,NA,NA,13.51%,NA,NA,NA,9.72%,NA,NA,NA,NA,NA,NA,NA,8.72%,NA,9.44%,NA,12.61%,NA
nab-1 I_+_4231762_4232494,nab-1,WBGene00003516,C43E11.6,I_+_4231762_4232494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,22.61%,NA,NA,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nab-1 I_+_4232703_4233070,nab-1,WBGene00003516,C43E11.6,I_+_4232703_4233070,6.37%,24.04%,NA,2.13%,NA,NA,NA,NA,2.09%,NA,NA,NA,NA,NA,2.62%,NA,5.27%,NA,NA,3.83%,NA,20.19%,NA,14.88%,NA,NA,3.99%,NA,NA,NA,NA,3.70%,1.46%,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,17.43%
nab-1 I_+_4233234_4233479,nab-1,WBGene00003516,C43E11.6,I_+_4233234_4233479,2.69%,NA,5.63%,4.20%,0%,NA,3.42%,NA,2.20%,NA,NA,NA,NA,3.83%,5.76%,NA,3.16%,13.36%,3.13%,1.84%,0%,3.85%,NA,12.16%,3.62%,5.58%,0%,NA,11.64%,17.92%,5.87%,1.24%,3.16%,2.34%,NA,4.17%,NA,1.48%,2.21%,1.67%,2.90%,7.52%,1.70%,NA,3.26%,NA
nab-1 I_+_4235060_4235518,nab-1,WBGene00003516,C43E11.6,I_+_4235060_4235518,8.46%,NA,NA,NA,NA,NA,NA,NA,7.59%,NA,NA,NA,NA,NA,5.73%,NA,NA,NA,NA,2.09%,NA,18.92%,NA,25.88%,NA,NA,0%,NA,NA,NA,NA,13.89%,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,21.21%
nac-3 III_+_10152958_10153017,nac-3,WBGene00003519,K08E5.2,III_+_10152958_10153017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.67%,NA,NA,88.26%,68.65%,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,85.98%,NA,NA,NA,NA,NA,91.63%,91.33%,NA,NA
nac-3 III_+_10153126_10154298,nac-3,WBGene00003519,K08E5.2,III_+_10153126_10154298,4.65%,18.01%,4.84%,5.38%,2.22%,5.16%,2.65%,NA,6.01%,NA,22.11%,24.35%,13.13%,6.14%,4.21%,18.92%,10.14%,NA,14.65%,4.89%,4.26%,NA,24.89%,18.14%,4.37%,6.09%,5.67%,NA,NA,11.71%,4.05%,6.07%,5.41%,NA,25.90%,8.99%,NA,5.95%,NA,NA,5.09%,6.95%,4.65%,24.28%,3.32%,10.44%
nac-3 III_+_10154790_10155379,nac-3,WBGene00003519,K08E5.2,III_+_10154790_10155379,8.02%,8.99%,6.15%,8.80%,5.61%,NA,6.81%,22.40%,8.49%,18.15%,24.16%,30.52%,20.08%,6.24%,9.65%,22.94%,8.94%,NA,23.28%,6.35%,9.31%,NA,28.79%,17.70%,4.66%,8.23%,11.37%,7.58%,11.88%,18.37%,13.53%,10.90%,6.23%,9.97%,22.12%,5.21%,22.87%,11.32%,7.13%,0.96%,6.42%,12.17%,5.60%,21.79%,4.88%,15.71%
nac-3 III_+_10154871_10155379,nac-3,WBGene00003519,K08E5.2,III_+_10154871_10155379,NA,NA,NA,74.11%,NA,23.33%,NA,NA,NA,75.86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nac-3 III_+_10156432_10157310,nac-3,WBGene00003519,K08E5.2,III_+_10156432_10157310,NA,9.38%,NA,NA,25.79%,NA,1.22%,NA,NA,NA,13.10%,15.02%,19.84%,NA,NA,4.57%,10.55%,6.79%,9.42%,3.93%,4.13%,NA,24.93%,12.24%,NA,NA,NA,12.14%,12.81%,1.72%,10.61%,4.09%,NA,NA,12.83%,4.97%,NA,NA,NA,0%,NA,NA,NA,7.19%,NA,18.36%
nadk-1 IV_+_1458941_1459153,nadk-1,WBGene00022307,Y77E11A.2,IV_+_1458941_1459153,NA,NA,NA,NA,NA,5.83%,0%,NA,NA,NA,NA,NA,NA,NA,NA,0%,6.25%,8.25%,4.17%,NA,NA,NA,18.97%,19.90%,NA,NA,NA,NA,5.34%,9.58%,5.21%,NA,NA,NA,0%,NA,NA,5.66%,0.65%,3.14%,NA,1.78%,1.93%,NA,0.95%,16.87%
nadk-2 II_+_12054501_12054691,nadk-2,WBGene00012463,Y17G7B.10,II_+_12054501_12054691,NA,NA,2.27%,NA,NA,5.45%,1.96%,NA,NA,NA,NA,NA,NA,22.40%,8.29%,NA,8.33%,NA,NA,NA,NA,24.42%,NA,26.85%,4.55%,NA,NA,NA,9.70%,NA,NA,NA,NA,NA,NA,NA,NA,2.12%,NA,6.02%,NA,NA,NA,NA,NA,22.96%
nadk-2 II_+_12054834_12055511,nadk-2,WBGene00012463,Y17G7B.10,II_+_12054834_12055511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nadk-2 II_+_12056160_12057259,nadk-2,WBGene00012463,Y17G7B.10,II_+_12056160_12057259,NA,NA,6.44%,NA,NA,0%,NA,NA,0%,NA,NA,NA,NA,NA,1.56%,NA,5.56%,NA,NA,NA,NA,NA,NA,40.41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.46%
nap-1 IV_-_8378787_8378971,nap-1,WBGene00017075,D2096.8,IV_-_8378787_8378971,1.54%,12.45%,0.96%,1.38%,19.91%,1.03%,1.01%,15.91%,1.31%,27.72%,19.92%,16.46%,17.81%,1.93%,1.71%,1.96%,2.25%,9.60%,27.21%,2.49%,1.10%,6.79%,15.21%,5.29%,2.20%,1.38%,1.44%,12.62%,3.36%,8.71%,2.79%,1.13%,2.20%,1.14%,35.72%,0.41%,NA,2.57%,2.10%,2.38%,2.17%,5.59%,3.58%,14.39%,5.34%,3.68%
nas-28 III_-_6182917_6183019,nas-28,WBGene00003546,F42A10.8,III_-_6182917_6183019,NA,9.90%,0%,NA,0%,0%,NA,NA,0%,NA,0%,NA,0%,0%,0%,0%,NA,NA,NA,0%,NA,NA,0%,0%,NA,0%,0%,0%,0%,NA,0%,0%,0%,0%,NA,NA,17.36%,NA,NA,NA,0%,0%,0%,0%,0%,0%
nas-32 V_-_898458_898614,nas-32,WBGene00003550,T02B11.7,V_-_898458_898614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56%,NA,NA,NA,73.46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nas-36 I_+_7527408_7527894,nas-36,WBGene00003552,C26C6.3,I_+_7527408_7527894,NA,NA,NA,80.66%,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.56%,2.50%,NA,NA,NA,NA,NA,0%,NA,59.01%,NA,NA,18.98%,NA,NA,29.34%,NA,NA,NA,NA,NA,NA,NA,NA,30.76%,NA,NA,43.95%,NA,NA,NA,NA,37.65%
nas-36 I_+_7528551_7528867,nas-36,WBGene00003552,C26C6.3,I_+_7528551_7528867,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,27.08%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nas-36 I_+_7529366_7529691,nas-36,WBGene00003552,C26C6.3,I_+_7529366_7529691,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.88%
nas-36 I_+_7529818_7529928,nas-36,WBGene00003552,C26C6.3,I_+_7529818_7529928,11.99%,NA,16.97%,NA,NA,0%,NA,NA,0%,NA,NA,NA,NA,15.06%,4.63%,29.17%,8.33%,NA,NA,NA,NA,NA,41.71%,NA,14.15%,18.66%,NA,NA,10.51%,NA,16.40%,NA,13.24%,8.33%,NA,0%,34.07%,8.33%,8.75%,NA,17.48%,17.56%,40.71%,NA,6.50%,17.01%
nas-36 I_+_7530336_7530571,nas-36,WBGene00003552,C26C6.3,I_+_7530336_7530571,NA,NA,3.89%,9.62%,NA,25%,5.72%,NA,NA,NA,NA,NA,NA,6.99%,3.13%,NA,16.67%,NA,NA,1.04%,0%,NA,41.47%,NA,NA,NA,NA,NA,8.33%,0%,NA,NA,5.21%,NA,NA,0%,NA,NA,NA,NA,5.77%,NA,NA,NA,1.25%,NA
nas-36 I_+_7531004_7531266,nas-36,WBGene00003552,C26C6.3,I_+_7531004_7531266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,38.68%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
natc-2 V_+_5274890_5275232,natc-2,WBGene00015074,B0238.10,V_+_5274890_5275232,NA,NA,5.64%,NA,NA,3.42%,2.53%,NA,10.16%,NA,NA,NA,NA,NA,NA,NA,3.31%,NA,NA,NA,4.91%,NA,NA,NA,NA,3.57%,NA,22.98%,2.17%,4.29%,NA,0.79%,NA,10.90%,NA,NA,NA,NA,9.10%,0.42%,NA,NA,NA,NA,NA,NA
nca-2 III_+_4970381_4971297,nca-2,WBGene00003558,C27F2.2,III_+_4970381_4971297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.66%,NA,NA,NA,NA,NA,NA,NA,39.57%,NA,NA,NA,NA,NA,NA,NA,NA,8.45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.49%
nca-2 III_+_4974337_4974755,nca-2,WBGene00003558,C27F2.2,III_+_4974337_4974755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.82%,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,0%,NA
nca-2 III_+_4979080_4979331,nca-2,WBGene00003558,C27F2.2,III_+_4979080_4979331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.58%,NA,NA,NA,NA,NA,NA,NA,NA,73.48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ncam-1 X_+_693083_695260,ncam-1,WBGene00017184,F02G3.1,X_+_693083_695260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.80%,NA,NA,NA,NA,1.09%,NA,NA,NA,7.04%,NA,NA,NA
ncam-1 X_+_695421_695575,ncam-1,WBGene00017184,F02G3.1,X_+_695421_695575,NA,NA,7.82%,NA,NA,0%,NA,NA,3.99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36%,NA,NA,22.85%,NA,NA,6.09%,13.49%,21.64%,7.62%,NA,1.04%,1.15%,3.96%,7.14%,NA,NA,NA,1.67%,NA,NA,5.52%,NA,11.24%,NA,NA,NA
ncam-1 X_+_697440_699513,ncam-1,WBGene00017184,F02G3.1,X_+_697440_699513,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,28.46%,39.44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA
ncbp-1 I_+_6424280_6424595,ncbp-1,WBGene00018156,F37E3.1,I_+_6424280_6424595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39%,NA,3.26%,NA,NA,1.58%,NA,18.66%,16.83%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96%,NA,NA,NA,3.41%,NA,NA,2.09%,15.79%
nck-1 X_-_4149260_4149839,nck-1,WBGene00006410,ZK470.5,X_-_4149260_4149839,9.40%,34.27%,5.69%,15.67%,24.77%,11.31%,11.97%,17.20%,NA,13.24%,NA,15.28%,64.71%,7.56%,15.89%,31.66%,2.39%,36.88%,12.72%,7.80%,NA,30.63%,23.85%,26.38%,11.39%,NA,10.28%,17.52%,NA,9.09%,72.58%,NA,NA,18.42%,9.38%,NA,NA,5.89%,3.15%,13.33%,12.14%,5.43%,9.84%,44.81%,1.53%,NA
