,Gene,WormBase_Gene_ID,Sequence_Name,AS_event_ID,ADL,AFD,AIM,AIN,AIY,ASEL,ASER,ASG,ASI,ASK,AVA,AVE,AVG,AVH,AVK,AVL,AVM,AWA,AWB,AWC,BAG,CAN,DA,DD,DVC,I5,IL1,IL2,LUA,NSM,OLL,OLQ,PHA,PVC,PVD,PVM,RIA,RIC,RIM,RIS,RMD,SMB,SMD,VB,VC,VD
kcnl-2 I_+_8190549_8196137_8196206,kcnl-2,WBGene00008570,F08A10.1,I_+_8190549_8196137_8196206,98.22%,0%,100%,93.26%,85.71%,96.30%,91.63%,99.31%,91.18%,100%,16.67%,75%,100%,85.51%,77.78%,66.67%,7.14%,96.88%,31.43%,74.64%,68.75%,100%,57.14%,0%,90%,66.67%,36.79%,14.24%,69.91%,20%,58.34%,97.22%,92.27%,81.05%,16.67%,4.17%,86.67%,63.49%,89.86%,83.33%,33.76%,85%,85.60%,100%,100%,87.50%
kcnl-2 I_+_8196277_8196319_8196538,kcnl-2,WBGene00008570,F08A10.1,I_+_8196277_8196319_8196538,8.33%,0%,33.34%,0%,0%,7.69%,0%,11.91%,47.73%,0%,0%,0%,0%,33.71%,0%,NA,2.91%,25%,25%,0%,33.33%,61.11%,0%,100%,0%,33.34%,9.44%,0%,50%,0%,0%,10%,0%,0%,0%,0%,25%,0%,60.42%,0%,41.33%,62.50%,47.22%,50%,100%,0%
kcnl-2 I_+_8199934_8199955_8206270,kcnl-2,WBGene00008570,F08A10.1,I_+_8199934_8199955_8206270,23.28%,NA,62.50%,NA,NA,27.19%,NA,NA,43.65%,NA,33.34%,33.33%,100%,NA,NA,87.50%,76.97%,NA,30.13%,30%,52.50%,66.67%,NA,62.22%,NA,NA,NA,11.49%,30.95%,NA,NA,22.96%,NA,69.23%,58.93%,67.86%,NA,NA,35.91%,50%,NA,54.76%,84.30%,NA,42.86%,41.11%
kcnl-2 I_+_8199934_8206154_8206270,kcnl-2,WBGene00008570,F08A10.1,I_+_8199934_8206154_8206270,NA,NA,57.69%,NA,6.25%,NA,NA,NA,38.07%,NA,33.33%,66.67%,86.11%,23.96%,23.07%,66.67%,NA,NA,21.31%,15.38%,24.56%,38.89%,32.68%,43.06%,8.69%,12.28%,NA,NA,66.67%,2%,22.22%,NA,NA,53.00%,NA,NA,14.88%,4.32%,NA,12.50%,38.40%,57.50%,NA,22.86%,50%,23.86%
kcnl-2 I_+_8199955_8206154_8206270,kcnl-2,WBGene00008570,F08A10.1,I_+_8199955_8206154_8206270,95.34%,24.36%,48.89%,18.78%,0%,88.89%,17.09%,49.13%,39.09%,NA,50%,66.67%,NA,NA,10.47%,50%,NA,20.86%,25.39%,39.90%,19.79%,22.22%,NA,34.52%,3.28%,9.98%,NA,NA,80.56%,5.56%,22.62%,83.01%,62.34%,NA,NA,NA,18.77%,9.79%,88.89%,33.33%,NA,45.84%,NA,28.87%,70%,35.24%
kcnl-2 I_+_8208030_8208050_8208452,kcnl-2,WBGene00008570,F08A10.1,I_+_8208030_8208050_8208452,28.28%,7.81%,21.67%,20.59%,0%,49.88%,57.51%,14.80%,23.96%,14.77%,58.33%,0%,21.21%,34.50%,31.61%,8.33%,84.95%,13.47%,27.69%,25%,34.09%,54.62%,51.92%,51.52%,5.45%,51.04%,46.69%,75.62%,51.94%,10%,40%,37.22%,18.54%,34.79%,50%,79.69%,26.30%,23.83%,11.46%,0%,32.47%,62.79%,44.43%,57.94%,25%,59.58%
kcnl-3 X_+_5387936_5388344_5388399,kcnl-3,WBGene00015387,C03F11.1,X_+_5387936_5388344_5388399,79.05%,99.51%,100%,100%,NA,100%,100%,84.92%,98.48%,100%,50%,100%,NA,93.33%,NA,NA,50%,67.24%,100%,100%,100%,100%,100%,100%,66.67%,100%,75%,NA,100%,100%,100%,100%,94.32%,75%,NA,100%,100%,100%,100%,NA,100%,100%,91.67%,100%,100%,100%
kcnl-4 V_+_14531199_14533021_14540207,kcnl-4,WBGene00008265,C53A5.5,V_+_14531199_14533021_14540207,2.48%,9.04%,75%,68.75%,NA,9.97%,18.83%,40.43%,24.48%,50%,90%,100%,100%,58.33%,100%,78.57%,74.07%,8.33%,30%,51.14%,22.30%,77.29%,62.50%,96.80%,100%,91.40%,95.11%,33.33%,45.40%,88.89%,94.62%,94.79%,45.54%,63.85%,98.57%,100%,55%,75.09%,54.70%,100%,93.96%,70.83%,70.45%,100%,40%,92.87%
kdin-1 IV_+_11042433_11042622_11042927,kdin-1,WBGene00006490,F36H1.2,IV_+_11042433_11042622_11042927,NA,37.11%,NA,NA,100%,66.67%,11.11%,0%,31.59%,NA,62.50%,NA,25%,NA,61.11%,NA,NA,NA,30.56%,35.50%,0%,NA,NA,NA,NA,NA,NA,NA,75.26%,100%,NA,81.48%,57.67%,59.41%,0%,50%,NA,15.79%,NA,NA,NA,NA,NA,NA,60.62%,NA
kdin-1 IV_+_11046079_11046243_11046472,kdin-1,WBGene00006490,F36H1.2,IV_+_11046079_11046243_11046472,93.91%,84%,87.76%,74.87%,100%,85.72%,89.91%,89.29%,92.46%,100%,57.34%,75%,81.14%,86.32%,87.50%,93.63%,NA,90.18%,82.50%,NA,79.17%,74.40%,NA,83.35%,93.87%,95.56%,63.97%,NA,86.01%,100%,NA,82.40%,89.05%,77.62%,50%,75%,93.35%,93.70%,NA,100%,95%,NA,NA,NA,95.28%,NA
kin-1 I_+_14933973_14934935_14940899,kin-1,WBGene00002189,ZK909.2,I_+_14933973_14934935_14940899,NA,NA,NA,NA,NA,NA,NA,65.14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kin-1 I_+_14933973_14940384_14940899,kin-1,WBGene00002189,ZK909.2,I_+_14933973_14940384_14940899,NA,63.95%,NA,NA,NA,53.94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.42%,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.21%,NA
kin-1 I_+_14940962_14946958_14948994,kin-1,WBGene00002189,ZK909.2,I_+_14940962_14946958_14948994,91.06%,NA,96.25%,91.90%,NA,NA,NA,NA,94.46%,NA,98.31%,94.53%,96.88%,93.35%,84.86%,99.55%,97.46%,NA,NA,NA,NA,NA,96.90%,NA,97.92%,92.13%,93.71%,96.75%,96.18%,96.08%,91.12%,95.22%,92.18%,92.57%,NA,99.45%,NA,97.31%,NA,91.01%,97.55%,98.53%,96.86%,95.59%,78.24%,NA
kin-1 I_+_14940962_14948925_14948994,kin-1,WBGene00002189,ZK909.2,I_+_14940962_14948925_14948994,NA,NA,99.52%,NA,NA,59.70%,NA,NA,NA,NA,98.60%,NA,NA,NA,NA,99.74%,NA,NA,66.96%,NA,54.93%,NA,NA,NA,NA,NA,NA,NA,99.88%,99.07%,NA,99.48%,NA,NA,NA,100%,NA,NA,NA,NA,NA,99.69%,NA,99.86%,99.12%,NA
kin-1 I_+_14950411_14951157_14951440,kin-1,WBGene00002189,ZK909.2,I_+_14950411_14951157_14951440,98.18%,99.80%,NA,99.34%,98.05%,98.69%,99.89%,NA,98.20%,99.79%,98.60%,97.17%,99.53%,97.96%,97.51%,99.11%,99.68%,98.33%,99.55%,97.71%,100%,NA,NA,NA,97.64%,95.63%,NA,91.63%,84.53%,87.16%,NA,93.98%,NA,NA,96.52%,99.13%,96.05%,98.38%,99.45%,96.25%,99.41%,99.13%,NA,97.56%,95.98%,NA
kin-14 I_-_7077146_7077989_7078022,kin-14,WBGene00002198,F22D6.1,I_-_7077146_7077989_7078022,62.50%,21.81%,100%,38.33%,100%,NA,55.56%,0%,44.44%,50%,50%,NA,NA,51.04%,87.50%,0%,100%,100%,33.33%,45.83%,62.50%,100%,80%,75%,29.17%,69.44%,50%,23.08%,85.88%,50%,100%,87.78%,96.43%,93.21%,NA,NA,66.67%,70.83%,66.67%,100%,36%,79.17%,52.08%,100%,48.56%,74.24%
kin-2 X_-_5973204_5974182_5977590,kin-2,WBGene00002190,R07E4.6,X_-_5973204_5974182_5977590,70.37%,NA,92.22%,96.97%,93.94%,97.76%,NA,97.46%,96.15%,97.74%,90.60%,91.52%,98.32%,87.74%,93.42%,97.33%,83.60%,97.06%,91.44%,92.88%,96.59%,96.28%,NA,96.51%,92.62%,93.17%,85.63%,91.70%,87.12%,96.22%,NA,92.47%,87.41%,NA,84.96%,NA,91.62%,86.06%,NA,90.70%,NA,94.19%,NA,86.67%,86.77%,93.59%
kin-20 X_-_15269726_15270658_15271225,kin-20,WBGene00002203,F46F2.2,X_-_15269726_15270658_15271225,NA,NA,NA,NA,55.56%,NA,NA,NA,NA,NA,30.62%,NA,33.33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kin-20 X_-_15270748_15271081_15271225,kin-20,WBGene00002203,F46F2.2,X_-_15270748_15271081_15271225,NA,NA,NA,NA,NA,67.28%,NA,NA,59.98%,NA,NA,NA,30%,NA,NA,NA,NA,NA,88.89%,NA,67.78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kin-20 X_-_15272952_15273150_15280585,kin-20,WBGene00002203,F46F2.2,X_-_15272952_15273150_15280585,60%,72.53%,51.22%,62.68%,3.03%,69.72%,65.09%,72%,59.43%,65.64%,42.30%,26.97%,59.48%,57.88%,58.78%,88.22%,63.81%,53.08%,58.57%,62.11%,72.40%,42.12%,29.61%,28.86%,48.54%,58.86%,51.41%,NA,56.67%,59.01%,56.57%,52.17%,66.09%,55.15%,60.72%,59.09%,31.81%,77.40%,61.90%,58.43%,52.31%,56.56%,49.35%,64.36%,48.92%,33.06%
kin-29 X_-_2850962_2852145_2852350,kin-29,WBGene00002210,F58H12.1,X_-_2850962_2852145_2852350,93.42%,100%,85%,94.45%,100%,96.49%,100%,86.67%,75%,88.47%,95%,100%,60.42%,95.38%,97.22%,83.60%,97.83%,96.41%,100%,93.77%,100%,94.71%,94.83%,78.89%,98.17%,98.53%,100%,96.17%,99%,100%,100%,98.72%,97.15%,100%,100%,100%,98.22%,81.30%,99.31%,96.67%,93.85%,94.69%,97.55%,100%,89.74%,94.47%
kin-4 IV_+_11430741_11432106_11433072,kin-4,WBGene00002192,C10C6.1,IV_+_11430741_11432106_11433072,78.21%,99.70%,61.11%,66.67%,NA,100%,100%,100%,60%,97.62%,66.67%,87.50%,50%,39.37%,12.81%,100%,50%,100%,NA,95.27%,100%,64.03%,58.79%,50%,55.56%,65.28%,82.54%,77.78%,50%,NA,57.50%,91.67%,82.47%,68.33%,NA,100%,78.57%,50%,84.32%,50%,96.43%,75%,89.17%,50%,8.33%,50%
klp-12 IV_-_11343036_11343390_11345882,klp-12,WBGene00002223,T01G1.1,IV_-_11343036_11343390_11345882,92.58%,92.36%,87.15%,96.51%,100%,91.67%,100%,83.33%,95.17%,66.67%,92%,100%,94.45%,87.50%,91.88%,100%,100%,100%,83.33%,94.55%,100%,72.76%,82.47%,80.78%,89.95%,71.62%,86.67%,94.67%,81.74%,91.67%,NA,90.48%,89.09%,91.04%,100%,100%,74.46%,87.88%,93.06%,43.75%,79.50%,73.99%,90.96%,70.83%,72%,88.14%
klp-12 IV_-_11346616_11347055_11350854,klp-12,WBGene00002223,T01G1.1,IV_-_11346616_11347055_11350854,NA,33%,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,100%,NA,NA,95.31%,NA,100%,100%,100%,100%,100%,100%,99.19%,100%,100%,100%,100%,98.44%,99.23%,100%,NA,NA,NA,NA,NA,100%,NA,94.83%,NA,NA,97.72%
klp-4 X_-_3172190_3172540_3173068,klp-4,WBGene00002217,F56E3.3,X_-_3172190_3172540_3173068,75%,96.67%,NA,75.66%,NA,87.50%,81.77%,95.83%,83.99%,100%,72.50%,80.77%,94.17%,NA,87.08%,93.25%,NA,83.42%,83.33%,62.73%,72.50%,NA,NA,NA,NA,77.35%,NA,72.50%,59.47%,88.24%,NA,56.49%,75.03%,NA,85.72%,NA,NA,NA,93.42%,NA,NA,NA,NA,81.82%,42.78%,NA
klp-7 III_+_10808459_10808551_10808598,klp-7,WBGene00002219,K11D9.1,III_+_10808459_10808551_10808598,97.83%,94.71%,100%,95.52%,100%,94.02%,97.73%,96.88%,98.34%,87.50%,97.66%,100%,100%,98.51%,97.67%,98.48%,98.86%,96.52%,100%,94.85%,92.19%,98.33%,99.53%,99.68%,96.72%,97.72%,95.64%,95.77%,99.14%,100%,99.75%,96.39%,97.70%,99.57%,100%,96.43%,98.51%,95.32%,98.03%,94.89%,98.90%,99.32%,99.57%,97.92%,95.79%,98.38%
klu-1 I_+_14975552_14975882_14977775,klu-1,WBGene00013970,ZK337.2,I_+_14975552_14975882_14977775,97.32%,NA,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,96.97%,100%,100%,100%,100%,100%,100%,100%,100%,100%
kqt-1 X_+_6619246_6620103_6621721,kqt-1,WBGene00002233,C25B8.1,X_+_6619246_6620103_6621721,3.96%,31.95%,NA,NA,21.43%,0%,0%,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,8.57%,NA,4.12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.50%,91.67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kqt-1 X_+_6624995_6625618_6626110,kqt-1,WBGene00002233,C25B8.1,X_+_6624995_6625618_6626110,NA,NA,NA,78.02%,NA,NA,32.53%,NA,NA,NA,NA,NA,NA,NA,NA,97.78%,NA,NA,NA,96.86%,NA,NA,NA,NA,NA,NA,NA,29.95%,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kqt-3 II_+_13704000_13706080_13708451,kqt-3,WBGene00002235,Y54G9A.3,II_+_13704000_13706080_13708451,NA,NA,68.91%,NA,NA,NA,NA,64.93%,NA,76.35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.54%,NA,NA,NA,NA,NA,18.75%,21.62%,NA,NA,NA,NA,NA,31.67%,NA,76.39%,NA,NA,NA,NA
kvs-1 X_-_7690990_7691163_7691522,kvs-1,WBGene00002242,C53C9.3,X_-_7690990_7691163_7691522,NA,NA,100%,100%,NA,NA,NA,NA,66.67%,46.96%,0%,NA,NA,0%,NA,NA,NA,NA,85.19%,NA,50%,100%,NA,100%,50%,100%,75%,100%,NA,100%,NA,66.67%,95.24%,100%,100%,100%,100%,NA,NA,100%,NA,100%,NA,NA,100%,100%
kvs-1 X_-_7690990_7691522_7691734,kvs-1,WBGene00002242,C53C9.3,X_-_7690990_7691522_7691734,NA,NA,NA,NA,NA,69.05%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.49%,NA,NA,NA,NA,NA,NA,22.50%,NA,NA,90.26%,NA,88.10%,NA,90.80%,93.88%,NA,NA
kvs-1 X_-_7693122_7693551_7693676,kvs-1,WBGene00002242,C53C9.3,X_-_7693122_7693551_7693676,NA,100%,75%,35.71%,NA,87.22%,75.09%,NA,74.11%,NA,66.67%,100%,NA,75%,100%,97.07%,NA,91.44%,67.27%,88.14%,33.33%,73.33%,NA,25%,63.33%,96.88%,78.95%,16.67%,98.22%,NA,81.06%,10%,42.29%,46.77%,100%,NA,80%,94.15%,89.32%,50%,67.86%,87.50%,NA,20%,100%,30.61%
kvs-1 X_-_7694565_7694824_7694942,kvs-1,WBGene00002242,C53C9.3,X_-_7694565_7694824_7694942,97.73%,100%,90.63%,100%,NA,100%,100%,NA,100%,100%,NA,100%,100%,100%,100%,99.32%,NA,98.22%,99.50%,NA,83.33%,83.33%,99.38%,100%,91.67%,44.44%,91.01%,33.33%,91.18%,83.33%,NA,100%,100%,100%,100%,NA,87.50%,95%,98.33%,50%,52.93%,75%,100%,100%,100%,100%
kvs-1 X_-_7696521_7696647_7697782,kvs-1,WBGene00002242,C53C9.3,X_-_7696521_7696647_7697782,97.21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,0%
kvs-1 X_-_7696521_7696647_7699381,kvs-1,WBGene00002242,C53C9.3,X_-_7696521_7696647_7699381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,91.54%,2.38%,NA,10%
kvs-1 X_-_7696521_7696647_7701513,kvs-1,WBGene00002242,C53C9.3,X_-_7696521_7696647_7701513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,8.33%,NA,8.33%
kvs-1 X_-_7696521_7696647_7707044,kvs-1,WBGene00002242,C53C9.3,X_-_7696521_7696647_7707044,NA,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.73%,NA,NA,94.71%,NA,NA,6.88%,NA,NA,NA,NA,NA,93.22%,NA,66.67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,6.25%
kvs-1 X_-_7696521_7697782_7699381,kvs-1,WBGene00002242,C53C9.3,X_-_7696521_7697782_7699381,0.32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,99.04%,NA,NA,NA
kvs-1 X_-_7696521_7697782_7701513,kvs-1,WBGene00002242,C53C9.3,X_-_7696521_7697782_7701513,2.26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.62%,NA,NA,NA,NA,NA,NA,NA,NA
kvs-1 X_-_7696521_7697782_7707044,kvs-1,WBGene00002242,C53C9.3,X_-_7696521_7697782_7707044,1.47%,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.72%,NA,NA,100%,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kvs-1 X_-_7696521_7699381_7701513,kvs-1,WBGene00002242,C53C9.3,X_-_7696521_7699381_7701513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.83%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.65%,2.70%,NA,NA,NA,14.38%,NA,NA,NA
kvs-1 X_-_7696521_7699381_7707044,kvs-1,WBGene00002242,C53C9.3,X_-_7696521_7699381_7707044,NA,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.53%,NA,NA,91.92%,NA,NA,NA,NA,NA,NA,NA,NA,97.77%,NA,62.50%,NA,NA,NA,NA,NA,NA,NA,9.56%,NA,NA,NA,0.68%,NA,NA,NA
kvs-1 X_-_7696521_7701121_7707044,kvs-1,WBGene00002242,C53C9.3,X_-_7696521_7701121_7707044,NA,100%,100%,80%,NA,NA,48.34%,NA,100%,NA,NA,NA,100%,100%,50%,NA,98.11%,25%,NA,93.40%,50%,100%,NA,NA,100%,100%,100%,NA,100%,NA,75%,100%,81.67%,44.44%,NA,100%,0%,NA,NA,NA,56.06%,50%,NA,NA,66.67%,NA
kvs-1 X_-_7696521_7701513_7707044,kvs-1,WBGene00002242,C53C9.3,X_-_7696521_7701513_7707044,NA,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,99.21%,NA,NA,98.93%,NA,NA,NA,NA,NA,NA,NA,NA,96.45%,NA,54.17%,NA,NA,NA,NA,NA,NA,0.86%,NA,NA,NA,NA,NA,NA,NA,NA
kvs-2 V_+_10636096_10639906_10642357,kvs-2,WBGene00007862,C32C4.1,V_+_10636096_10639906_10642357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.71%,NA,NA,NA,NA,94.48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.89%,NA,NA,99.07%,33.33%,NA,NA,NA,NA,NA,NA
kvs-2 V_+_10636096_10640062_10642357,kvs-2,WBGene00007862,C32C4.1,V_+_10636096_10640062_10642357,10.85%,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kvs-2 V_+_10636096_10641414_10642357,kvs-2,WBGene00007862,C32C4.1,V_+_10636096_10641414_10642357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.83%,NA,NA,NA,NA,94.10%,NA,NA,1.01%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.67%,NA,NA,NA,NA,100%,NA,NA,98.07%,NA,14.84%,NA,3.60%,NA,NA,NA
kvs-2 V_+_10636096_10642087_10642357,kvs-2,WBGene00007862,C32C4.1,V_+_10636096_10642087_10642357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,97.82%,NA,NA,NA,0%,NA,NA,NA,NA,2.78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.45%,NA,NA,99.38%,NA,NA,NA,NA,NA,NA,NA
kvs-2 V_+_10639906_10640062_10642357,kvs-2,WBGene00007862,C32C4.1,V_+_10639906_10640062_10642357,4.32%,11.79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.06%,NA,NA,NA,NA,NA,NA
kvs-2 V_+_10639906_10641414_10642357,kvs-2,WBGene00007862,C32C4.1,V_+_10639906_10641414_10642357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25%,NA,NA,NA,NA,NA,NA,NA,NA,97.06%,6.51%,NA,0.57%,NA,NA,NA
kvs-2 V_+_10639906_10642087_10642357,kvs-2,WBGene00007862,C32C4.1,V_+_10639906_10642087_10642357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53%,NA,NA,NA,NA,15.28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.06%,NA,NA,NA,NA,NA,NA
kvs-2 V_+_10640062_10641414_10642357,kvs-2,WBGene00007862,C32C4.1,V_+_10640062_10641414_10642357,100%,95.69%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.71%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.10%,NA,0.28%,NA,NA,NA
kvs-2 V_+_10640062_10642087_10642357,kvs-2,WBGene00007862,C32C4.1,V_+_10640062_10642087_10642357,98.39%,88.47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86%,NA,NA,NA,NA,4.32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kvs-2 V_+_10641414_10642087_10642357,kvs-2,WBGene00007862,C32C4.1,V_+_10641414_10642087_10642357,NA,NA,70.83%,62.88%,NA,61.54%,NA,88.45%,71.43%,NA,87.50%,NA,100%,75%,NA,66.67%,NA,NA,57.29%,73.54%,3.99%,0%,55.56%,100%,NA,34.92%,40.41%,NA,60%,0%,91.67%,90%,67.19%,53.79%,NA,NA,15.74%,72.92%,NA,NA,74.88%,68.66%,98.53%,33.33%,0%,50%
kvs-4 III_+_11015105_11020579_11020700,kvs-4,WBGene00012967,Y48A6B.6,III_+_11015105_11020579_11020700,NA,NA,NA,NA,NA,NA,2.55%,NA,2.70%,NA,NA,NA,NA,NA,0%,NA,99.97%,0%,NA,4.86%,NA,NA,NA,NA,NA,NA,91.91%,NA,53.99%,NA,84.66%,NA,NA,NA,NA,97.75%,NA,NA,NA,25%,NA,NA,NA,NA,NA,89.58%
kvs-4 III_+_11020579_11020583_11020700,kvs-4,WBGene00012967,Y48A6B.6,III_+_11020579_11020583_11020700,NA,82.35%,95.83%,87.50%,NA,54.03%,92.22%,50%,71.54%,74.88%,100%,100%,100%,NA,76.39%,NA,NA,73.91%,40.94%,91.09%,66.67%,100%,66.67%,100%,100%,57.36%,NA,100%,NA,45.83%,NA,100%,75%,94.29%,NA,NA,62.50%,66.67%,33.33%,100%,87.50%,66.67%,82.22%,100%,100%,NA
kvs-5 IV_+_738123_742317_748811,kvs-5,WBGene00021948,Y55F3C.3,IV_+_738123_742317_748811,0%,73.24%,31.25%,46.86%,0%,24.23%,1.19%,4.31%,28.82%,0%,20%,0%,NA,29.17%,16.67%,50%,58.33%,38.32%,45.67%,NA,2.50%,30%,47.22%,NA,44.70%,16.07%,NA,NA,50%,75%,NA,NA,NA,37.20%,0%,NA,5.45%,28.52%,50%,20%,50.11%,69.45%,94.23%,33.33%,38.33%,NA
kvs-5 IV_+_738123_748738_748811,kvs-5,WBGene00021948,Y55F3C.3,IV_+_738123_748738_748811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.83%,NA,NA,NA,6.25%,NA,NA,NA,4.76%,22.50%,NA,NA,0%,NA,NA,NA,NA,NA,NA,84.26%,NA,NA,NA
kvs-5 IV_+_742317_748738_748811,kvs-5,WBGene00021948,Y55F3C.3,IV_+_742317_748738_748811,37.33%,NA,25.39%,23.84%,100%,97.78%,98.43%,93.95%,63.91%,98.17%,58.33%,25%,NA,47.92%,17.67%,60%,56.19%,NA,72%,78.15%,93.33%,38.46%,24.21%,16.79%,9.72%,51.67%,51.16%,37.00%,21.21%,85.71%,57.74%,55.81%,23.84%,34.54%,50%,50%,48.30%,90%,27.78%,28.57%,63.92%,30.56%,NA,46.67%,52.50%,22.75%
kvs-5 IV_+_749971_750060_750198,kvs-5,WBGene00021948,Y55F3C.3,IV_+_749971_750060_750198,NA,100%,NA,NA,100%,NA,100%,97.92%,NA,100%,NA,NA,NA,NA,NA,NA,NA,85.72%,NA,95.86%,NA,NA,NA,25.14%,NA,NA,NA,NA,NA,NA,62.50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.08%,NA,NA,NA
