"","Gene","WormBase_Gene_ID","Sequence_Name","AS_event_ID","ADL","AFD","AIM","AIN","AIY","ASEL","ASER","ASG","ASI","ASK","AVA","AVE","AVG","AVH","AVK","AVL","AVM","AWA","AWB","AWC","BAG","CAN","DA","DD","DVC","I5","IL1","IL2","LUA","NSM","OLL","OLQ","PHA","PVC","PVD","PVM","RIA","RIC","RIM","RIS","RMD","SMB","SMD","VB","VC","VD"
"dur-1 IV_-_9924758_9927064_9927573","dur-1","WBGene00001113","F25H8.5","IV_-_9924758_9927064_9927573","63.6925%","35.714%","71.035%","81.5083333333333%","84.62%","58.335%","45.64%","73.3325%","78.2166666666667%","60%","87.564%","74.0766666666667%","72.8066666666667%","50.225%","92.2425%","100%","40.5133333333333%","38.52%","92.952%",NA,"5.9625%",NA,"78.6725%","78.0925%","86.9925%","76.2825%",NA,"66.0866666666667%",NA,"85%",NA,NA,NA,NA,NA,"66.665%","85.576%","55.31%","73.8733333333333%","86.2466666666667%",NA,"62.572%","65.0975%","87.1725%","78.996%","88.34%"
"dur-1 IV_-_9927064_9927378_9927573","dur-1","WBGene00001113","F25H8.5","IV_-_9927064_9927378_9927573",NA,NA,NA,"21.7733333333333%",NA,NA,"64.6975%","27.7766666666667%",NA,"0%","43.1783333333333%",NA,NA,NA,"2.1%",NA,"46.93%","17.045%","0%",NA,NA,NA,NA,NA,"3.0825%",NA,NA,NA,NA,"11.11%",NA,"32.59%",NA,NA,NA,"25%","12.394%","38.8875%",NA,"29.42%",NA,NA,NA,"18.75%","4.166%",NA
"gon-1 IV_-_9942055_9942355_9942442","gon-1","WBGene00001650","F25H8.3","IV_-_9942055_9942355_9942442","16.6666666666667%","0%","0%","0%","0%",NA,NA,"50%","0%","0%","43.9683333333333%",NA,NA,"5.55666666666667%","0%","100%","0%","0%","0%","0%",NA,"2.22333333333333%","16.6666666666667%","0%","33.335%","14.5825%","3.17333333333333%","33.3333333333333%","14.8133333333333%","0%","14.705%","0%","19.0475%","4.106%",NA,"0%","15.625%","58.335%","0%","0%","41.11%","12.5%","8.3325%","0%","41.665%",NA
"gon-1 IV_-_9945618_9945621_9945683","gon-1","WBGene00001650","F25H8.3","IV_-_9945618_9945621_9945683","100%","0%","85%","97.6183333333333%","83.335%","100%","100%","100%","100%","95.2366666666667%","100%","83.335%","96.97%","95.8325%","91.6675%","100%","100%","100%","100%","100%","100%","96.97%","100%","97.8525%","100%","98.75%","100%","100%","90.4766666666667%","100%","97.22%","100%","94.0975%","98.75%",NA,"100%","96.19%","100%","97.725%","98.61%","95.66%","100%","94.7925%","100%","92%","94.6675%"
"uba-1 IV_-_9993346_9993349_9994727","uba-1","WBGene00006699","C47E12.5","IV_-_9993346_9993349_9994727",NA,"95.024%","97.3225%","96.0633333333333%","94.145%","82.5%",NA,NA,"94.8533333333333%",NA,"92.1833333333333%","92.1866666666667%","90.4466666666667%","95.6175%","96.685%","91.9433333333333%","91.12%",NA,"93.102%",NA,"94.255%","91.12%","89.51%","90.2975%","96.255%","95.075%","95.0466666666667%","84.73%","95.1433333333333%","96.6666666666667%","91.475%","97.0933333333333%",NA,"91.452%","93.75%","81.25%","92.6683333333333%","91.6625%","93.2525%","97.06%","96.384%","98.376%","96.435%","95.55%","93.7933333333333%","95.6525%"
"pyp-1 IV_-_9996791_9997963_9998191","pyp-1","WBGene00008149","C47E12.4","IV_-_9996791_9997963_9998191",NA,NA,NA,NA,NA,"0%",NA,"0%",NA,NA,NA,NA,NA,NA,NA,NA,"2.54666666666667%","0%","0%","0%",NA,NA,NA,NA,"0%",NA,NA,NA,NA,NA,NA,"0%",NA,NA,NA,NA,"0%",NA,"0%",NA,"0%","0%","0%",NA,NA,NA
"C47E12.3 IV_-_9999519_9999528_9999573","C47E12.3","WBGene00008148","C47E12.3","IV_-_9999519_9999528_9999573","2.9525%","25%","4.8375%","5.6%","0%","0%","16.6666666666667%","0%","6.75666666666667%","0%","3.5725%","0%","0%","3.125%","0%","0%","0%","0%","0%","0%","0%","0%","7.9175%","0%","1.0875%","8.31%","7.14333333333333%","0%","7.72333333333333%","50%","13.555%","5.55666666666667%","6.25%","3.03%","0%","0%","0%","0%","1.9225%","3.335%","3.334%","0%","7.2075%","0%","0%","1.0875%"
"mut-16 I_+_10080568_10080608_10080620","mut-16","WBGene00003508","B0379.3","I_+_10080568_10080608_10080620","13.3925%","25%","19.6%","9.272%","0%","0%","22.2233333333333%","0%","13.045%","33.3333333333333%","0%","0%","0%","25.595%","25%","18.055%","5.12666666666667%","29.1675%","22.2233333333333%","16.435%","0%","26.5133333333333%","29.9%","15.625%","7.67%","14.3375%","0%","0%","32.65%","8.335%","12.555%","12.27%","23.175%","25.2425%","0%","0%","5.41166666666667%","31.25%","30%","14.29%","21.442%","15.5%","16.155%","33.3333333333333%","6.262%","9.74%"
"mut-16 I_+_10083153_10083196_10083202","mut-16","WBGene00003508","B0379.3","I_+_10083153_10083196_10083202","48.13%","33.33%","50.3325%","50.892%","50%","87.18%","100%","0%","36.04%","0%","91.6666666666667%","50%","0%","46.2125%","54.045%","50%","22.6866666666667%","55.5533333333333%","50%","45.565%","0%","54.53%","73.79%","54.6175%","46.345%","81.845%","12.44%","48.5725%","72.9733333333333%","88.635%","72.915%","59.4033333333333%","75.8475%","54.294%","0%","66.665%","48.79%","27.78%","51.9475%","28.125%","29.95%","58.332%","57.97%","50%","58.8883333333333%","53.255%"
"F16C3.1 I_+_10149871_10149918_10149959","F16C3.1","WBGene00008885","F16C3.1","I_+_10149871_10149918_10149959","0%",NA,"3.6375%","16.2583333333333%","0%","25%","0%","0%","23.3333333333333%","0%","12.6983333333333%","15.8733333333333%","24.67%","12.1525%","19.6975%","11.8433333333333%","0%","16.665%","33.335%","18.3325%","0%","9.95333333333333%","16.3725%","5%","12.3475%","11.355%","7.57666666666667%","0%","19.23%","0%","23.56%","7.54%","7.6775%","1.666%","12.5%","8.33%","44.9716666666667%","17.5%","16.815%","58.335%","13.728%","14.17%","13.7325%","11.9825%","25%","18.3475%"
"rsa-1 I_+_10187217_10187258_10187270","rsa-1","WBGene00007710","C25A1.9","I_+_10187217_10187258_10187270","20.535%","90%","64.3925%","42.0825%","100%","33.335%","0%","66.665%","66.7566666666667%","33.3333333333333%","73.334%","0%","0%","49.6525%","65%","20%","47.2233333333333%","33.3333333333333%","100%","55.5566666666667%","8.33333333333333%","64.285%","78.7%","57.645%","51.3975%","63.4225%","20%","24.75%","83.3325%","100%","71.97%","61.11%","55.7725%","73.6325%","0%","50%","76.47%","26.19%","20%","81.82%","71.334%","49.286%","63.0925%","33.3333333333333%","24.2433333333333%","38.1325%"
"rps-7 I_+_10331476_10331577_10331619","rps-7","WBGene00004476","ZC434.2","I_+_10331476_10331577_10331619","99.9775%","100%","100%","99.9033333333333%","100%","99.33%","100%","100%","99.9375%","100%","100%","100%","100%","100%","99.94%","100%","99.67%","100%","100%","99.96%","99.905%","99.91%","100%","99.76%","99.95%","99.9375%","99.9466666666667%","99.9625%","100%","99.9133333333333%","100%","100%","99.9875%","99.942%","100%","100%","99.6716666666667%","100%","99.8975%","100%","100%","99.93%","99.9625%","99.9325%","99.9783333333333%","100%"
"aph-2 I_+_10342213_10342552_10342560","aph-2","WBGene00000148","ZC434.6","I_+_10342213_10342552_10342560","0%","0%","0%","2.74%","25%","0%","0%","0%","16.13%","0%","0%","0%","0%","1%","25%","4.83333333333333%","5.61666666666667%","12.5%","0%","8.62%","0%","0%","14.2766666666667%","9.1325%","0.8925%","16.72%","0%","0%","14.85%","0%","33.43%","4.76333333333333%","19.6425%","11.328%","0%","0%","2.89333333333333%","0%","1.6675%","0%","4.598%","9.95%","5.4175%","12.5%","3.076%","1%"
"aph-2 I_+_10344511_10344562_10344568","aph-2","WBGene00000148","ZC434.6","I_+_10344511_10344562_10344568","8.3325%","2.222%","6.4675%","0%","0%","0%","0%","0%","0%","3.5725%","25%","0%","0%","2.7775%","6.39%","0%","0%","3.125%","0%","4.56%","0%","3.70333333333333%","18.6266666666667%","6.845%","0%","20.8866666666667%","0%","6.8175%","8.3325%","50%","21.425%","22.2233333333333%","15.9775%","14.396%","0%","10%","3.07666666666667%","0%","5%","10.265%","3.092%","10%","0%","33.3333333333333%","0.396666666666667%","4.0625%"
"ZC434.9 I_+_10358495_10358981_10360187","ZC434.9","WBGene00013895","ZC434.9","I_+_10358495_10358981_10360187","47.2425%","83.335%","66.6675%","42.322%",NA,"33.3333333333333%",NA,"66.6666666666667%","72.2233333333333%","50%","64.166%","0%","0%","98.275%","77.245%","0%","66.6666666666667%","55.5533333333333%",NA,"59.26%","12.5%",NA,NA,NA,"53.5475%","51.25%",NA,"20.2%","50.3366666666667%","15.3166666666667%",NA,"38.89%","34.225%","67.488%","25%","0%","70.3033333333333%","67.855%",NA,NA,"48.712%","51%","52.555%","41.6675%","45.8333333333333%","37.1225%"
"ZC434.9 I_+_10358495_10359422_10360187","ZC434.9","WBGene00013895","ZC434.9","I_+_10358495_10359422_10360187","24.6425%","0%",NA,"44.216%",NA,"0%","25%","50%","50.7933333333333%","50%","16.6666666666667%","0%","75%",NA,"45.2366666666667%","33.3333333333333%","0%","25%",NA,"36.905%","25%",NA,NA,"56.5175%","31.25%","30.8325%",NA,"25%","42.9466666666667%","0%","49.285%","55.5566666666667%","45.0675%","47.804%","0%","50%","41.6666666666667%","33.3333333333333%","72.5%","40%","30.8%","30%","36.6475%","0%","24.286%",NA
"Y34D9A.3 I_+_1039172_1039213_1039222","Y34D9A.3","WBGene00021329","Y34D9A.3","I_+_1039172_1039213_1039222","17.0825%","0%","25.52%","20%","33.335%","50%","37.5%","38.89%","11.11%","0%","60%","0%","0%","24.895%","33.3325%","25%","51.8533333333333%","33.3333333333333%","0%","42.3366666666667%","12.5%","0%","46.6666666666667%","14.09%","9.92%","28.8575%","0%","10.715%","64.88%","100%","63.635%","34.85%","17.0825%","37.582%","0%",NA,"43.216%","21.875%","15%","0%","15.334%","22.5933333333333%","38.995%","50%","2.27333333333333%","15.665%"
"daf-16 I_+_10763706_10764349_10764355","daf-16","WBGene00000912","R13H8.1","I_+_10763706_10764349_10764355","17.4475%","21.106%","14.5175%","18.615%","5.93666666666667%","15.7533333333333%","15.1825%","14.7475%","16.3925%","13.015%","13.66%","13.7533333333333%","30.2233333333333%","19.935%","10.74%","31.8433333333333%","28.2733333333333%","13.34%","15.748%","26.32%","29%","18.3433333333333%","29.5275%","26.855%","15.3775%","26.6275%","23.4033333333333%","26.185%","61.5275%","47.8733333333333%","36.5%","29.63%","26.885%","40.236%","18.8%","20.69%","20.52%","22.35%","16.965%","15.8333333333333%","20.328%","11.44%","27.76%","34.14%","21.3316666666667%","24.575%"
"daf-16 I_+_10773744_10773983_10773992","daf-16","WBGene00000912","R13H8.1","I_+_10773744_10773983_10773992","3.925%","2.142%","2.1725%","6.34333333333333%","4.73333333333333%","1.66666666666667%","2.135%","1.0775%","1.49%","3.93%","0%","4.16666666666667%","6.14%","1.265%","3.0125%","0.486666666666667%","0.543333333333333%","2.2725%","1.26%","0.5325%","2.6225%","3.82333333333333%","4.755%","2.1825%","3.4075%","4.49%","2.56%","0.85%","1.0175%","1.49666666666667%","7.65%","2.73%","1.8325%","5.592%","0%","0%","2.84666666666667%","2.3325%","1.765%","0.456666666666667%","2.966%","0.55%","1.1475%","1.53%","2.915%","3.1625%"
"Y37F4.1 I_+_10858645_10858807_10858817","Y37F4.1","WBGene00021382","Y37F4.1","I_+_10858645_10858807_10858817","34.5325%",NA,NA,NA,NA,NA,NA,NA,"50%","21.2125%",NA,NA,NA,"0%",NA,NA,NA,NA,"100%","0%",NA,NA,NA,NA,NA,NA,"0%",NA,NA,"100%",NA,NA,"43.75%",NA,NA,NA,"0%","100%",NA,NA,NA,NA,NA,NA,"100%","0%"
"Y95D11A.3 I_+_10941303_10941572_10941581","Y95D11A.3","WBGene00045434","Y95D11A.3","I_+_10941303_10941572_10941581","2.6325%","41.25%","8.7125%","14%","50%","0%","0%","15%","8.83%","0%","19.445%","0%","0%","14.4225%","40.475%","0%","5.12666666666667%","38.89%","0%","1.77666666666667%","0%","44.4433333333333%","30.3033333333333%","0%","15%","26.0725%","8.33333333333333%","6.06%","32.02%","58.58%","50.12%","33.3333333333333%","38.295%","48.236%","0%","50%","64.56%","27.7766666666667%","6.25%","9.09%","13.742%","8.094%","22.2925%","0%","1.818%","12.5%"
"cdk-9 I_+_11323581_11324870_11325745","cdk-9","WBGene00000410","H25P06.2","I_+_11323581_11324870_11325745",NA,"53.722%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58.96%",NA,NA,NA,NA,NA,NA,NA,NA,NA
"F32B4.4 I_+_11521997_11522123_11522129","F32B4.4","WBGene00009314","F32B4.4","I_+_11521997_11522123_11522129","44.7375%","51.25%",NA,NA,"33.335%","28.57%","42.5325%",NA,"68.2566666666667%","48.3925%","62.7766666666667%","27.65%",NA,NA,"46.1925%","43.7033333333333%",NA,"36.2125%","47.5%","54.075%","47.995%","74.3866666666667%",NA,NA,NA,"51.1375%",NA,NA,"26.5433333333333%","71.155%",NA,"37.08%",NA,"46.94%",NA,NA,"51.2483333333333%","50.5675%",NA,"27.38%",NA,NA,NA,"66.99%","54.9883333333333%",NA
"F32B4.4 I_+_11521997_11522123_11523815","F32B4.4","WBGene00009314","F32B4.4","I_+_11521997_11522123_11523815",NA,NA,NA,NA,"50%","66.67%","32.78%",NA,NA,NA,"82.5%",NA,NA,NA,NA,"88.2366666666667%",NA,NA,"61.334%",NA,"50.095%",NA,NA,NA,NA,NA,NA,NA,NA,"72.38%",NA,NA,NA,NA,"66.07%","7.145%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F32B4.4 I_+_11521997_11522129_11523815","F32B4.4","WBGene00009314","F32B4.4","I_+_11521997_11522129_11523815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.145%",NA,NA,NA,"90.4766666666667%",NA,NA,NA,NA,NA,NA
"unc-75 I_+_11592406_11593925_11596945","unc-75","WBGene00006807","C17D12.2","I_+_11592406_11593925_11596945",NA,NA,NA,NA,"92.9833333333333%",NA,NA,NA,"98.73%",NA,NA,NA,NA,NA,NA,NA,NA,"97.79%",NA,NA,"96.825%",NA,"97.8125%",NA,"97.0375%","96.2675%",NA,"98.905%","99.15%",NA,NA,NA,NA,NA,NA,"94.595%",NA,NA,NA,"93.1066666666667%",NA,NA,NA,NA,"97.1783333333333%",NA
"unc-75 I_+_11597634_11598111_11598126","unc-75","WBGene00006807","C17D12.2","I_+_11597634_11598111_11598126","0.295%","0.138%","0%","0.04%","0%","0.383333333333333%","0.385%","0%","0%","0.4675%","0%","0%","0%","0%","0.545%","0%","0.416666666666667%","0%","0%","0.0575%","0%","0%","0%","0%","0%","0.265%","0%","0%","0.235%","0%","0%","0.27%","0.5425%","0.364%","0%","0.895%","0.695%","0.1475%","0.7425%","0%","0.258%","0.198%","0.2875%","0.13%","0%","0%"
"unc-75 I_+_11598951_11600253_11601843","unc-75","WBGene00006807","C17D12.2","I_+_11598951_11600253_11601843",NA,"93.182%",NA,NA,NA,NA,NA,NA,"70.69%",NA,"72.4883333333333%",NA,NA,NA,NA,NA,NA,NA,"79.71%",NA,"50.5525%","67.1033333333333%",NA,NA,NA,"74.27%",NA,NA,"55.065%","45.225%",NA,NA,"67.3025%",NA,NA,"85.185%",NA,NA,NA,"89.4733333333333%",NA,NA,NA,NA,"96.665%",NA
"R06C1.4 I_+_11930834_11931060_11931332","R06C1.4","WBGene00011059","R06C1.4","I_+_11930834_11931060_11931332",NA,NA,NA,NA,"0.68%",NA,NA,NA,NA,NA,"3.16666666666667%",NA,NA,NA,NA,"9.48%",NA,NA,"5.74%",NA,NA,NA,NA,NA,NA,"1.9725%",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.27%",NA,NA,NA,"1.26%",NA,NA,NA,NA,"1.56833333333333%",NA
"R06C1.6 I_+_11950899_11951416_11951425","R06C1.6","WBGene00011060","R06C1.6","I_+_11950899_11951416_11951425","1.6975%","2.39%","0.94%","0.49%","0%","3.88666666666667%","2.68%","2.7875%","1.45%","6.7225%","0.901666666666667%","3.18333333333333%","0%","2.3925%","3.455%","0%","4.59666666666667%","2.4675%","1.806%","2.3075%","3.355%","0%","3.175%","1.595%","1.1575%","0%","1.22%","0.6775%","0.6325%","14.86%","2.78%","1.07666666666667%","4.55%","1%","0%","0%","2.68666666666667%","0%","2.2775%","1.96%","2.806%","1.918%","1.6825%","1.8925%","2.81833333333333%","0%"
"herc-1 I_+_1213979_1221045_1222675","herc-1","WBGene00021685","Y48G8AL.1","I_+_1213979_1221045_1222675",NA,"100%",NA,"100%","100%","100%",NA,"100%",NA,NA,NA,NA,"100%","100%","100%",NA,"100%",NA,NA,"1.3675%",NA,NA,"100%",NA,"100%","100%",NA,NA,NA,"100%",NA,"100%",NA,"100%",NA,"100%","100%","100%","100%",NA,"100%","100%",NA,"100%","100%",NA
"C15C6.3 I_+_12207141_12207258_12207267","C15C6.3","WBGene00007602","C15C6.3","I_+_12207141_12207258_12207267","98.9325%","100%","98.9575%","97.618%","100%","100%","87.5%","96.4275%","96.4266666666667%","100%","99.495%","100%","100%","96.635%","96.6075%","100%","98.7666666666667%","99.1675%","100%","98.18%","98.9125%","92.3366666666667%","99.7775%","98.015%","99.49%","97.5%","100%","98.035%","100%","99.02%","96.975%","99.02%","99.2075%","98.918%","100%","100%","98.26%","98.0775%","99.3325%","100%","100%","100%","99.325%","97.8025%","99.556%","99.0425%"
"herc-1 I_+_1238105_1239437_1245178","herc-1","WBGene00021685","Y48G8AL.1","I_+_1238105_1239437_1245178","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","88.095%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%"
"T06G6.6 I_+_12718439_12718765_12718953","T06G6.6","WBGene00011548","T06G6.6","I_+_12718439_12718765_12718953","8.3325%","25%","21.205%","22.0366666666667%","25%","13.335%","41.025%","0%",NA,"16.6666666666667%","43.334%","16.665%","8.335%","25.745%",NA,NA,"19.4633333333333%","44.7925%","20.095%","27.2725%","0%",NA,"44.1333333333333%","38.895%","19.9425%","39.235%","21.59%","11.6166666666667%","14.5%","23.3333333333333%","13.16%","13.61%","15.585%","21.408%","27.5%","0%","29.33%","8.985%","17.8575%",NA,"15.542%","41.272%","19.5775%","33.1166666666667%","24%",NA
"mex-3 I_+_129124_129165_129174","mex-3","WBGene00003229","F53G12.5","I_+_129124_129165_129174","41.8175%","66.668%","50.62%","66.5216666666667%","75%","35.95%","37.7%","70.8325%","34.715%","83.3333333333333%","23.4916666666667%","15.46%","90.1966666666667%","26.36%","48.145%","100%","47.6766666666667%","81.1%","41.6666666666667%","29.875%","48.0575%","54.0433333333333%","92.0875%","68.13%","63.52%","82.6625%","25.0133333333333%","23.8725%","88.8%","97.3533333333333%","96.535%","70.93%","74.9975%","65.626%","100%","66.67%","76.9333333333333%","64.3%","44.9875%","51.43%","41.686%","73.2025%","24.11%","91.6675%","27.4583333333333%","52.4425%"
"gale-1 I_+_12975320_12975398_12975404","gale-1","WBGene00008132","C47B2.6","I_+_12975320_12975398_12975404","9.5575%","0%","16.33%","18.928%","40.91%","21.43%","25.91%","13.96%","9.895%","17.5%","46.4366666666667%","14.2866666666667%","40.625%","26.6475%","35.3075%","33.4833333333333%","41.54%","20.17%","15.2775%","5.7975%","31.35%","38.53%","28.9175%","26.96%","35.455%","23.3675%","12.3466666666667%","11.8566666666667%","28.43%","30.8033333333333%","8.885%","25.5733333333333%","18.895%","28.104%","58.335%","10%","27.5883333333333%","8.7725%","12.4725%","13.46%","20.16%","33.502%","10.7425%","39.165%","25.0316666666667%","31.025%"
"nlp-15 I_+_12988334_12988374_12994225","nlp-15","WBGene00003753","CC4.2","I_+_12988334_12988374_12994225","0%",NA,"0%","0%","0.213333333333333%",NA,NA,"0%","0%",NA,"0.113333333333333%","0.35%","0%","0.2725%",NA,"0%","0%","0%",NA,"0%","0%","0.316666666666667%","0.2125%","0.0375%","1.1875%",NA,"0%","0%","0%","0%","0%",NA,"0.075%","0.116%","0%","0%","0.0416666666666667%","0%","0.1225%","1.28333333333333%","0.056%","0%","0.1575%","0.145%",NA,"0%"
"W05B5.1 I_+_13043107_13043533_13043812","W05B5.1","WBGene00012274","W05B5.1","I_+_13043107_13043533_13043812",NA,"0.872%",NA,"7.21666666666667%","20%","2.27666666666667%","2.705%","1.1875%","5.6775%","5.155%","3.09666666666667%","3.97666666666667%","8.66%",NA,"1.5375%",NA,NA,"2.88%","3.334%","3.4925%","2.195%",NA,NA,NA,"1.87%","3.495%",NA,NA,"5.9675%","9.14666666666667%",NA,"4.27333333333333%","6.585%",NA,NA,NA,NA,NA,"3.95%","2.41666666666667%",NA,NA,NA,NA,"1.83666666666667%",NA
"F22G12.5 I_+_13167566_13168320_13168326","F22G12.5","WBGene00009065","F22G12.5","I_+_13167566_13168320_13168326","18.4775%","1.818%","28.3425%","24.09%","50%","30.555%","14.5825%","16.665%","16.8033333333333%","10.605%","23.4666666666667%","14.4433333333333%","22.22%","19.6375%","13.7425%","8.33333333333333%","15.0566666666667%","14.0625%","4.444%","44.1425%","5.6375%","26.1666666666667%","54.925%","33.3375%","13.1575%","45.6225%","16.7833333333333%","19.7925%","75.1575%","44.9533333333333%","55.255%","43.8533333333333%","53.3725%","45.942%","20%","22.22%","38.3333333333333%","3.225%","10.1675%","56.52%","17.618%","14.502%","24.83%","5.555%","18.7766666666667%","24.0525%"
"F22G12.5 I_+_13171769_13171846_13172463","F22G12.5","WBGene00009065","F22G12.5","I_+_13171769_13171846_13172463","100%","100%","100%","100%","100%","100%","100%","95.8325%","100%","100%","96%","100%","100%","99%","96.4275%","76.925%","95.2366666666667%","95%",NA,"98.215%",NA,"100%","99.5725%","95.81%","100%","98.3325%","96.6666666666667%","77.955%","96.6666666666667%","100%","95.535%","95.5566666666667%","97.0575%","98.78%","100%","100%","91.2033333333333%","100%","98.81%",NA,"98%","100%","100%","100%","99.5833333333333%","100%"
"top-1 I_+_13293024_13293527_13294233","top-1","WBGene00006595","M01E5.5","I_+_13293024_13293527_13294233","26.06%","37.53%",NA,"19.118%","18.845%","75%","16.6666666666667%","30.5575%","60.9533333333333%","12.9475%","48.3333333333333%","35.1866666666667%","22.6666666666667%",NA,"10.715%","6.89%","21.19%","35.29%","29.192%","55.6775%","20.04%",NA,NA,NA,"26.7575%",NA,"31.9066666666667%","6.8175%","76.64%",NA,NA,NA,NA,NA,"26.47%",NA,"36.225%",NA,"36.3725%","68.04%",NA,"24.974%",NA,"41.0425%",NA,NA
"gcy-35 I_+_13327344_13327605_13328695","gcy-35","WBGene00001555","T04D3.4","I_+_13327344_13327605_13328695",NA,NA,"100%","100%",NA,NA,"100%","100%",NA,NA,NA,NA,NA,"96.2966666666667%","100%",NA,"94.6366666666667%",NA,NA,NA,NA,"100%","100%","100%",NA,"100%",NA,NA,NA,NA,"100%","100%","100%","100%",NA,"100%",NA,NA,NA,NA,"100%","100%","100%",NA,NA,"100%"
"Y40B1A.3 I_+_13347618_13352999_13353005","Y40B1A.3","WBGene00012734","Y40B1A.3","I_+_13347618_13352999_13353005",NA,"10%","11.8175%","7.556%","22.22%","0%","0%","7.7775%","0%","0%",NA,"0%",NA,NA,NA,NA,NA,"0%","0%",NA,"0%",NA,NA,"1.985%",NA,"23.3325%",NA,NA,"19.0466666666667%","25%","18.51%","13.3333333333333%","7.0575%",NA,"0%",NA,NA,"5.2625%",NA,"0%",NA,NA,NA,NA,NA,NA
